Country,1990,1990_lower, 1990_upper, 1990_Footnote, 1991,1991_lower, 1991_upper, 1991_Footnote, 1992,1992_lower, 1992_upper, 1992_Footnote, 1993,1993_lower, 1993_upper, 1993_Footnote, 1994,1994_lower, 1994_upper, 1994_Footnote, 1995,1995_lower, 1995_upper, 1995_Footnote, 1996,1996_lower, 1996_upper, 1996_Footnote, 1997,1997_lower, 1997_upper, 1997_Footnote, 1998,1998_lower, 1998_upper, 1998_Footnote, 1999,1999_lower, 1999_upper, 1999_Footnote, 2000,2000_lower, 2000_upper, 2000_Footnote, 2001,2001_lower, 2001_upper, 2001_Footnote, 2002,2002_lower, 2002_upper, 2002_Footnote, 2003,2003_lower, 2003_upper, 2003_Footnote, 2004,2004_lower, 2004_upper, 2004_Footnote, 2005,2005_lower, 2005_upper, 2005_Footnote, 2006,2006_lower, 2006_upper, 2006_Footnote, 2007,2007_lower, 2007_upper, 2007_Footnote, 2008,2008_lower, 2008_upper, 2008_Footnote, 2009,2009_lower, 2009_upper, 2009_Footnote, 2010,2010_lower, 2010_upper, 2010_Footnote, 2011,2011_lower, 2011_upper, 2011_Footnote, 2012,2012_lower, 2012_upper, 2012_Footnote, 2013,2013_lower, 2013_upper, 2013_Footnote, 2014,2014_lower, 2014_upper, 2014_Footnote, 2015,2015_lower, 2015_upper, 2015_Footnote, 2016,2016_lower, 2016_upper, 2016_Footnote, 2017,2017_lower, 2017_upper, 2017_Footnote, 2018,2018_lower, 2018_upper, 2018_Footnote, 2019,2019_lower, 2019_upper, 2019_Footnote, 2020,2020_lower, 2020_upper, 2020_Footnote
Netherlands,0.08 ,0.05 , 0.10,"Children estimates were not available at the time of publication.",0.09 ,0.07 , 0.11,"Children estimates were not available at the time of publication.",0.10 ,0.08 , 0.12,"Children estimates were not available at the time of publication.",0.11 ,0.08 , 0.13,"Children estimates were not available at the time of publication.",0.11 ,0.09 , 0.13,"Children estimates were not available at the time of publication.",0.11 ,0.09 , 0.13,"Children estimates were not available at the time of publication.",0.11 ,0.09 , 0.12,"Children estimates were not available at the time of publication.",0.10 ,0.09 , 0.12,"Children estimates were not available at the time of publication.",0.10 ,0.08 , 0.12,"Children estimates were not available at the time of publication.",0.10 ,0.08 , 0.12,"Children estimates were not available at the time of publication.",0.10 ,0.08 , 0.12,"Children estimates were not available at the time of publication.",0.10 ,0.08 , 0.12,"Children estimates were not available at the time of publication.",0.10 ,0.09 , 0.13,"Children estimates were not available at the time of publication.",0.11 ,0.09 , 0.13,"Children estimates were not available at the time of publication.",0.11 ,0.10 , 0.14,"Children estimates were not available at the time of publication.",0.12 ,0.10 , 0.14,"Children estimates were not available at the time of publication.",0.12 ,0.10 , 0.15,"Children estimates were not available at the time of publication.",0.12 ,0.10 , 0.15,"Children estimates were not available at the time of publication.",0.12 ,0.10 , 0.14,"Children estimates were not available at the time of publication.",0.11 ,0.09 , 0.14,"Children estimates were not available at the time of publication.",0.11 ,0.09 , 0.13,"Children estimates were not available at the time of publication.",0.10 ,0.08 , 0.12,"Children estimates were not available at the time of publication.",0.09 ,0.08 , 0.12,"Children estimates were not available at the time of publication.",0.09 ,0.07 , 0.11,"Children estimates were not available at the time of publication.",0.08 ,0.06 , 0.10,"Children estimates were not available at the time of publication.",0.07 ,0.06 , 0.09,"Children estimates were not available at the time of publication.",0.06 ,0.05 , 0.08,"Children estimates were not available at the time of publication.",0.05 ,0.04 , 0.07,"Children estimates were not available at the time of publication.",0.04 ,0.03 , 0.06,"Children estimates were not available at the time of publication.",0.03 ,0.01 , 0.05,"Children estimates were not available at the time of publication.",0.03 ,0.01 , 0.05,"Children estimates were not available at the time of publication."
New Zealand,0.05 ,0.04 , 0.06,"Children estimates were not available at the time of publication.",0.05 ,0.04 , 0.05,"Children estimates were not available at the time of publication.",0.04 ,0.04 , 0.05,"Children estimates were not available at the time of publication.",0.04 ,0.03 , 0.05,"Children estimates were not available at the time of publication.",0.04 ,0.03 , 0.04,"Children estimates were not available at the time of publication.",0.03 ,0.03 , 0.04,"Children estimates were not available at the time of publication.",0.03 ,0.03 , 0.04,"Children estimates were not available at the time of publication.",0.03 ,0.03 , 0.04,"Children estimates were not available at the time of publication.",0.03 ,0.03 , 0.04,"Children estimates were not available at the time of publication.",0.04 ,0.03 , 0.04,"Children estimates were not available at the time of publication.",0.04 ,0.03 , 0.04,"Children estimates were not available at the time of publication.",0.04 ,0.04 , 0.05,"Children estimates were not available at the time of publication.",0.05 ,0.04 , 0.05,"Children estimates were not available at the time of publication.",0.05 ,0.05 , 0.06,"Children estimates were not available at the time of publication.",0.06 ,0.05 , 0.07,"Children estimates were not available at the time of publication.",0.06 ,0.05 , 0.07,"Children estimates were not available at the time of publication.",0.06 ,0.05 , 0.07,"Children estimates were not available at the time of publication.",0.07 ,0.06 , 0.07,"Children estimates were not available at the time of publication.",0.07 ,0.06 , 0.07,"Children estimates were not available at the time of publication.",0.07 ,0.06 , 0.07,"Children estimates were not available at the time of publication.",0.07 ,0.06 , 0.07,"Children estimates were not available at the time of publication.",0.06 ,0.06 , 0.07,"Children estimates were not available at the time of publication.",0.06 ,0.05 , 0.07,"Children estimates were not available at the time of publication.",0.06 ,0.05 , 0.07,"Children estimates were not available at the time of publication.",0.06 ,0.05 , 0.07,"Children estimates were not available at the time of publication.",0.06 ,0.05 , 0.07,"Children estimates were not available at the time of publication.",0.06 ,0.05 , 0.07,"Children estimates were not available at the time of publication.",0.05 ,0.04 , 0.06,"Children estimates were not available at the time of publication.",0.05 ,0.04 , 0.06,"Children estimates were not available at the time of publication.",0.05 ,0.03 , 0.06,"Children estimates were not available at the time of publication.",0.04 ,0.03 , 0.06,"Children estimates were not available at the time of publication."
Nicaragua,0.04 ,0.02 , 0.86,,0.05 ,0.02 , 0.82,,0.05 ,0.02 , 0.53,,0.07 ,0.03 , 0.47,,0.10 ,0.04 , 0.54,,0.16 ,0.07 , 0.60,,0.20 ,0.10 , 0.55,,0.24 ,0.14 , 0.56,,0.29 ,0.15 , 0.62,,0.32 ,0.15 , 0.61,,0.30 ,0.15 , 0.58,,0.27 ,0.15 , 0.53,,0.25 ,0.16 , 0.51,,0.25 ,0.16 , 0.44,,0.24 ,0.17 , 0.38,,0.20 ,0.15 , 0.29,,0.21 ,0.16 , 0.28,,0.20 ,0.15 , 0.26,,0.21 ,0.16 , 0.27,,0.21 ,0.16 , 0.28,,0.21 ,0.16 , 0.28,,0.21 ,0.16 , 0.28,,0.21 ,0.15 , 0.28,,0.21 ,0.15 , 0.28,,0.21 ,0.15 , 0.29,,0.21 ,0.15 , 0.29,,0.21 ,0.14 , 0.29,,0.21 ,0.14 , 0.29,,0.21 ,0.14 , 0.30,,0.20 ,0.12 , 0.30,,0.20 ,0.12 , 0.30,
Niger,0.48 ,0.38 , 0.61,,0.59 ,0.47 , 0.76,,0.71 ,0.56 , 0.88,,0.81 ,0.65 , 0.99,,0.90 ,0.74 , 1.10,,0.95 ,0.80 , 1.15,,1.01 ,0.86 , 1.20,,0.99 ,0.86 , 1.19,,0.95 ,0.83 , 1.14,,0.94 ,0.81 , 1.11,,0.87 ,0.74 , 1.05,,0.75 ,0.63 , 0.92,,0.63 ,0.53 , 0.77,,0.55 ,0.46 , 0.67,,0.47 ,0.39 , 0.57,,0.39 ,0.32 , 0.48,,0.32 ,0.26 , 0.39,,0.23 ,0.19 , 0.28,,0.20 ,0.16 , 0.24,,0.18 ,0.15 , 0.22,,0.14 ,0.12 , 0.17,,0.13 ,0.11 , 0.16,,0.12 ,0.10 , 0.14,,0.11 ,0.10 , 0.14,,0.11 ,0.09 , 0.13,,0.10 ,0.08 , 0.12,,0.09 ,0.08 , 0.11,,0.09 ,0.07 , 0.10,,0.08 ,0.06 , 0.10,,0.07 ,0.05 , 0.09,,0.07 ,0.05 , 0.08,
Nigeria,1.43 ,0.74 , 2.67,,1.59 ,0.82 , 2.96,,1.73 ,0.90 , 3.23,,1.85 ,0.96 , 3.47,,1.94 ,1.01 , 3.62,,1.97 ,1.02 , 3.68,,1.98 ,1.03 , 3.70,,1.96 ,1.01 , 3.66,,1.88 ,0.98 , 3.52,,1.81 ,0.94 , 3.38,,1.73 ,0.89 , 3.22,,1.61 ,0.83 , 3.00,,1.51 ,0.78 , 2.83,,1.44 ,0.75 , 2.69,,1.35 ,0.70 , 2.53,,1.30 ,0.68 , 2.44,,1.26 ,0.65 , 2.35,,1.23 ,0.64 , 2.29,,1.20 ,0.62 , 2.25,,1.16 ,0.60 , 2.16,,1.12 ,0.58 , 2.10,,1.09 ,0.57 , 2.04,,1.06 ,0.55 , 1.98,,0.99 ,0.51 , 1.84,,0.90 ,0.47 , 1.69,,0.85 ,0.44 , 1.58,,0.81 ,0.42 , 1.51,,0.76 ,0.39 , 1.42,,0.72 ,0.37 , 1.35,,0.69 ,0.36 , 1.29,,0.61 ,0.32 , 1.14,
North Macedonia,... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication."
Norway,0.04 ,0.03 , 0.05,"Children estimates were not available at the time of publication.",0.04 ,0.03 , 0.04,"Children estimates were not available at the time of publication.",0.04 ,0.03 , 0.04,"Children estimates were not available at the time of publication.",0.04 ,0.03 , 0.04,"Children estimates were not available at the time of publication.",0.04 ,0.03 , 0.05,"Children estimates were not available at the time of publication.",0.04 ,0.04 , 0.05,"Children estimates were not available at the time of publication.",0.05 ,0.04 , 0.06,"Children estimates were not available at the time of publication.",0.06 ,0.05 , 0.07,"Children estimates were not available at the time of publication.",0.07 ,0.06 , 0.08,"Children estimates were not available at the time of publication.",0.08 ,0.07 , 0.09,"Children estimates were not available at the time of publication.",0.08 ,0.07 , 0.10,"Children estimates were not available at the time of publication.",0.09 ,0.08 , 0.11,"Children estimates were not available at the time of publication.",0.10 ,0.08 , 0.11,"Children estimates were not available at the time of publication.",0.10 ,0.09 , 0.12,"Children estimates were not available at the time of publication.",0.10 ,0.09 , 0.12,"Children estimates were not available at the time of publication.",0.10 ,0.09 , 0.12,"Children estimates were not available at the time of publication.",0.10 ,0.09 , 0.12,"Children estimates were not available at the time of publication.",0.10 ,0.08 , 0.12,"Children estimates were not available at the time of publication.",0.09 ,0.08 , 0.11,"Children estimates were not available at the time of publication.",0.09 ,0.08 , 0.11,"Children estimates were not available at the time of publication.",0.08 ,0.07 , 0.10,"Children estimates were not available at the time of publication.",0.08 ,0.06 , 0.09,"Children estimates were not available at the time of publication.",0.07 ,0.06 , 0.08,"Children estimates were not available at the time of publication.",0.06 ,0.05 , 0.08,"Children estimates were not available at the time of publication.",0.06 ,0.05 , 0.07,"Children estimates were not available at the time of publication.",0.05 ,0.04 , 0.06,"Children estimates were not available at the time of publication.",0.04 ,0.03 , 0.06,"Children estimates were not available at the time of publication.",0.04 ,0.02 , 0.05,"Children estimates were not available at the time of publication.",0.03 ,0.01 , 0.05,"Children estimates were not available at the time of publication.",0.03 ,0.01 , 0.05,"Children estimates were not available at the time of publication.",0.03 ,0.01 , 0.05,"Children estimates were not available at the time of publication."
Oman,... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication."
Pakistan,<0.01 ,<0.01 , <0.01,,<0.01 ,<0.01 , <0.01,,<0.01 ,<0.01 , <0.01,,<0.01 ,<0.01 , <0.01,,<0.01 ,<0.01 , <0.01,,<0.01 ,<0.01 , <0.01,,<0.01 ,<0.01 , <0.01,,<0.01 ,<0.01 , <0.01,,<0.01 ,<0.01 , <0.01,,<0.01 ,<0.01 , <0.01,,<0.01 ,<0.01 , <0.01,,<0.01 ,<0.01 , <0.01,,<0.01 ,<0.01 , <0.01,,<0.01 ,<0.01 , <0.01,,0.01 ,0.01 , 0.02,,0.10 ,0.09 , 0.12,,0.12 ,0.10 , 0.13,,0.13 ,0.11 , 0.15,,0.15 ,0.13 , 0.17,,0.16 ,0.14 , 0.18,,0.15 ,0.13 , 0.16,,0.14 ,0.13 , 0.16,,0.15 ,0.14 , 0.17,,0.16 ,0.14 , 0.18,,0.17 ,0.15 , 0.18,,0.17 ,0.16 , 0.19,,0.18 ,0.16 , 0.20,,0.18 ,0.17 , 0.20,,0.19 ,0.17 , 0.21,,0.19 ,0.17 , 0.21,,0.20 ,0.18 , 0.22,
Panama,0.57 ,0.52 , 0.62,"Children estimates were not available at the time of publication.",0.62 ,0.57 , 0.67,"Children estimates were not available at the time of publication.",0.66 ,0.61 , 0.71,"Children estimates were not available at the time of publication.",0.69 ,0.64 , 0.73,"Children estimates were not available at the time of publication.",0.71 ,0.66 , 0.76,"Children estimates were not available at the time of publication.",0.72 ,0.67 , 0.77,"Children estimates were not available at the time of publication.",0.72 ,0.67 , 0.77,"Children estimates were not available at the time of publication.",0.70 ,0.66 , 0.76,"Children estimates were not available at the time of publication.",0.69 ,0.65 , 0.75,"Children estimates were not available at the time of publication.",0.68 ,0.65 , 0.73,"Children estimates were not available at the time of publication.",0.67 ,0.65 , 0.71,"Children estimates were not available at the time of publication.",0.67 ,0.64 , 0.70,"Children estimates were not available at the time of publication.",0.67 ,0.63 , 0.71,"Children estimates were not available at the time of publication.",0.68 ,0.63 , 0.72,"Children estimates were not available at the time of publication.",0.69 ,0.64 , 0.73,"Children estimates were not available at the time of publication.",0.70 ,0.65 , 0.75,"Children estimates were not available at the time of publication.",0.72 ,0.67 , 0.76,"Children estimates were not available at the time of publication.",0.74 ,0.69 , 0.78,"Children estimates were not available at the time of publication.",0.76 ,0.71 , 0.81,"Children estimates were not available at the time of publication.",0.78 ,0.73 , 0.84,"Children estimates were not available at the time of publication.",0.80 ,0.75 , 0.86,"Children estimates were not available at the time of publication.",0.81 ,0.77 , 0.88,"Children estimates were not available at the time of publication.",0.82 ,0.78 , 0.89,"Children estimates were not available at the time of publication.",0.83 ,0.78 , 0.89,"Children estimates were not available at the time of publication.",0.83 ,0.78 , 0.90,"Children estimates were not available at the time of publication.",0.83 ,0.77 , 0.91,"Children estimates were not available at the time of publication.",0.82 ,0.75 , 0.92,"Children estimates were not available at the time of publication.",0.82 ,0.73 , 0.93,"Children estimates were not available at the time of publication.",0.81 ,0.69 , 0.93,"Children estimates were not available at the time of publication.",0.80 ,0.64 , 0.93,"Children estimates were not available at the time of publication.",0.78 ,0.58 , 0.93,"Children estimates were not available at the time of publication."
Papua New Guinea,0.02 ,0.01 , 0.03,"Children estimates were not available at the time of publication.",0.03 ,0.02 , 0.05,"Children estimates were not available at the time of publication.",0.05 ,0.03 , 0.07,"Children estimates were not available at the time of publication.",0.07 ,0.05 , 0.10,"Children estimates were not available at the time of publication.",0.12 ,0.07 , 0.16,"Children estimates were not available at the time of publication.",0.18 ,0.11 , 0.25,"Children estimates were not available at the time of publication.",0.28 ,0.18 , 0.39,"Children estimates were not available at the time of publication.",0.42 ,0.27 , 0.59,"Children estimates were not available at the time of publication.",0.59 ,0.37 , 0.83,"Children estimates were not available at the time of publication.",0.78 ,0.49 , 1.10,"Children estimates were not available at the time of publication.",0.97 ,0.61 , 1.36,"Children estimates were not available at the time of publication.",1.09 ,0.69 , 1.53,"Children estimates were not available at the time of publication.",1.13 ,0.72 , 1.59,"Children estimates were not available at the time of publication.",1.08 ,0.68 , 1.52,"Children estimates were not available at the time of publication.",0.97 ,0.61 , 1.36,"Children estimates were not available at the time of publication.",0.83 ,0.52 , 1.16,"Children estimates were not available at the time of publication.",0.70 ,0.44 , 0.98,"Children estimates were not available at the time of publication.",0.60 ,0.38 , 0.85,"Children estimates were not available at the time of publication.",0.55 ,0.35 , 0.77,"Children estimates were not available at the time of publication.",0.53 ,0.33 , 0.74,"Children estimates were not available at the time of publication.",0.53 ,0.33 , 0.74,"Children estimates were not available at the time of publication.",0.53 ,0.34 , 0.75,"Children estimates were not available at the time of publication.",0.55 ,0.35 , 0.77,"Children estimates were not available at the time of publication.",0.57 ,0.36 , 0.80,"Children estimates were not available at the time of publication.",0.59 ,0.37 , 0.83,"Children estimates were not available at the time of publication.",0.60 ,0.38 , 0.84,"Children estimates were not available at the time of publication.",0.61 ,0.39 , 0.86,"Children estimates were not available at the time of publication.",0.62 ,0.39 , 0.87,"Children estimates were not available at the time of publication.",0.63 ,0.40 , 0.88,"Children estimates were not available at the time of publication.",0.61 ,0.39 , 0.86,"Children estimates were not available at the time of publication.",0.61 ,0.38 , 0.85,"Children estimates were not available at the time of publication."
